origin,year,month,day,hour,temp,dewp,humid,wind_dir,wind_speed,wind_gust,precip,pressure,visib,time_hour
EWR,2013,10,18,21,57.92,41,53.2,260,9.20624,17.2617,0,1014.8,10,2013-10-18 21:00
EWR,2013,10,18,22,55.94,41,57.14,260,6.90468,NA,0,1015.4,10,2013-10-18 22:00
EWR,2013,10,18,23,51.98,41,66.04,230,5.7539,NA,0,1015.7,10,2013-10-18 23:00
EWR,2013,10,19,0,53.06,41,63.47,0,0,NA,0,1015.6,10,2013-10-19 0:00
EWR,2013,10,19,1,51.08,41,68.28,190,4.60312,NA,0,1015.5,10,2013-10-19 1:00
EWR,2013,10,19,2,50,41,71.07,210,4.60312,NA,0,1015.4,10,2013-10-19 2:00
EWR,2013,10,19,3,50,42.08,74.1,200,3.45234,NA,0,1015.3,10,2013-10-19 3:00
EWR,2013,10,19,4,48.02,41,76.53,230,3.45234,NA,0,1015.6,10,2013-10-19 4:00
EWR,2013,10,19,5,48.92,42.08,77.14,0,0,NA,0,1015.1,10,2013-10-19 5:00
EWR,2013,10,19,6,50,42.08,74.1,0,0,NA,0,1014.9,10,2013-10-19 6:00
EWR,2013,10,19,7,48.92,42.08,77.14,230,3.45234,NA,0,1015.2,10,2013-10-19 7:00
EWR,2013,10,19,8,51.08,42.98,73.69,NA,3.45234,NA,0,1015.4,10,2013-10-19 8:00
EWR,2013,10,19,9,53.96,42.98,66.28,0,0,NA,0,1015,10,2013-10-19 9:00
EWR,2013,10,19,10,57.02,42.08,57.29,0,0,NA,0,1015.1,10,2013-10-19 10:00
EWR,2013,10,19,11,60.98,42.98,51.48,NA,3.45234,NA,0,1014.5,10,2013-10-19 11:00
EWR,2013,10,19,12,62.96,42.08,46.37,160,6.90468,NA,0,1013.5,10,2013-10-19 12:00
EWR,2013,10,19,13,62.96,42.08,46.37,170,5.7539,NA,0,1012.7,10,2013-10-19 13:00
EWR,2013,10,19,14,62.96,46.04,53.94,140,4.60312,NA,0,1011.8,10,2013-10-19 14:00
EWR,2013,10,19,15,62.96,50,62.58,NA,4.60312,NA,0,1010.5,10,2013-10-19 15:00
EWR,2013,10,19,16,62.06,50,64.59,130,8.05546,16.11092,0,1009.3,10,2013-10-19 16:00
EWR,2013,10,19,17,62.06,48.92,62.04,180,8.05546,NA,0,1009.8,10,2013-10-19 17:00
EWR,2013,10,19,18,60.98,48.02,62.33,170,8.05546,NA,0,1009.2,10,2013-10-19 18:00
EWR,2013,10,19,19,60.08,48.92,66.56,180,5.7539,NA,0,1008.9,10,2013-10-19 19:00
EWR,2013,10,19,20,59,50,72.01,190,6.90468,NA,0,1008.6,10,2013-10-19 20:00
EWR,2013,10,19,21,59,51.08,74.96,180,8.05546,NA,0,1008.4,10,2013-10-19 21:00
EWR,2013,10,19,22,59,53.96,83.34,200,12.65858,NA,0,1008,10,2013-10-19 22:00
EWR,2013,10,19,23,57.92,55.04,90.11,230,9.20624,19.56326,0.03,1007.7,10,2013-10-19 23:00
EWR,2013,10,20,0,57.02,53.96,89.48,250,11.5078,NA,0,1008.2,10,2013-10-20 0:00
EWR,2013,10,20,1,53.96,51.08,89.95,230,5.7539,NA,0,1008.6,10,2013-10-20 1:00
EWR,2013,10,20,2,55.04,48.02,77.15,260,11.5078,NA,0,1008.9,10,2013-10-20 2:00
EWR,2013,10,20,3,53.06,44.06,71.4,260,11.5078,NA,0,1009.4,10,2013-10-20 3:00
EWR,2013,10,20,4,51.08,42.08,71.19,270,9.20624,NA,0,1010.2,10,2013-10-20 4:00
EWR,2013,10,20,5,50,41,71.07,260,10.35702,NA,0,1011,10,2013-10-20 5:00
EWR,2013,10,20,6,48.92,39.92,70.95,240,11.5078,NA,0,1012,10,2013-10-20 6:00
EWR,2013,10,20,7,48.92,39.92,70.95,220,8.05546,NA,0,1013.1,10,2013-10-20 7:00
EWR,2013,10,20,8,51.08,39.92,65.48,270,10.35702,17.2617,0,1014,10,2013-10-20 8:00
EWR,2013,10,20,9,55.04,39.02,54.67,300,14.96014,21.86482,0,1014.2,10,2013-10-20 9:00
EWR,2013,10,20,10,57.92,35.96,43.67,290,9.20624,NA,0,1014.4,10,2013-10-20 10:00
EWR,2013,10,20,11,60.08,37.04,42.19,280,11.5078,18.41248,0,1014.6,10,2013-10-20 11:00
EWR,2013,10,20,12,62.96,35.96,36.51,290,10.35702,19.56326,0,1014.3,10,2013-10-20 12:00
EWR,2013,10,20,13,64.04,35.06,33.92,280,11.5078,NA,0,1013.9,10,2013-10-20 13:00
EWR,2013,10,20,14,64.94,33.08,30.37,280,14.96014,19.56326,0,1014,10,2013-10-20 14:00
EWR,2013,10,20,15,64.94,32,29.08,290,9.20624,18.41248,0,1014.2,10,2013-10-20 15:00
EWR,2013,10,20,16,64.04,30.02,27.7,290,11.5078,NA,0,1014.5,10,2013-10-20 16:00
EWR,2013,10,20,17,62.06,30.02,29.69,270,14.96014,NA,0,1015,10,2013-10-20 17:00
EWR,2013,10,20,18,59,33.08,37.46,260,10.35702,NA,0,1016,10,2013-10-20 18:00
EWR,2013,10,20,19,57.02,35.06,43.53,280,9.20624,NA,0,1016.7,10,2013-10-20 19:00
EWR,2013,10,20,20,55.94,33.98,43.36,270,10.35702,NA,0,1017.2,10,2013-10-20 20:00
EWR,2013,10,20,21,55.04,35.06,46.77,260,8.05546,NA,0,1017.9,10,2013-10-20 21:00
EWR,2013,10,20,22,53.06,35.06,50.28,250,6.90468,NA,0,1018.1,10,2013-10-20 22:00
EWR,2013,10,20,23,51.08,35.96,56.05,250,4.60312,NA,0,1018.3,10,2013-10-20 23:00
EWR,2013,10,21,0,46.94,35.96,65.43,220,4.60312,NA,0,1018.5,10,2013-10-21 0:00
EWR,2013,10,21,1,48.02,37.04,65.56,240,5.7539,NA,0,1018.8,10,2013-10-21 1:00
EWR,2013,10,21,2,46.04,37.04,70.64,220,5.7539,NA,0,1019.2,10,2013-10-21 2:00
EWR,2013,10,21,3,44.96,37.04,73.59,220,5.7539,NA,0,1019.3,10,2013-10-21 3:00
EWR,2013,10,21,4,44.96,37.04,73.59,0,0,NA,0,1019.7,10,2013-10-21 4:00
EWR,2013,10,21,5,46.04,37.04,70.64,200,3.45234,NA,0,1019.9,10,2013-10-21 5:00
EWR,2013,10,21,6,44.06,37.04,76.16,210,4.60312,NA,0,1020.2,10,2013-10-21 6:00
EWR,2013,10,21,7,44.96,37.94,76.25,230,4.60312,NA,0,1020.7,10,2013-10-21 7:00
EWR,2013,10,21,8,50,39.92,68.15,200,3.45234,NA,0,1021.3,10,2013-10-21 8:00
EWR,2013,10,21,9,55.94,37.94,50.72,220,3.45234,NA,0,1021.1,10,2013-10-21 9:00
EWR,2013,10,21,10,62.96,35.96,36.51,230,4.60312,NA,0,1020.5,10,2013-10-21 10:00
EWR,2013,10,21,11,64.94,33.08,30.37,220,8.05546,NA,0,1020.1,10,2013-10-21 11:00
EWR,2013,10,21,12,66.92,32,27.15,250,5.7539,NA,0,1019.2,10,2013-10-21 12:00
EWR,2013,10,21,13,68,33.08,27.31,240,10.35702,16.11092,0,1018.2,10,2013-10-21 13:00
EWR,2013,10,21,14,66.92,35.06,30.68,210,8.05546,NA,0,1017.5,10,2013-10-21 14:00
EWR,2013,10,21,15,68,35.06,29.56,220,12.65858,NA,0,1016.7,10,2013-10-21 15:00
EWR,2013,10,21,16,66.02,35.06,31.66,190,9.20624,NA,0,1016.5,10,2013-10-21 16:00
EWR,2013,10,21,17,64.04,37.94,38.01,170,12.65858,NA,0,1016.6,10,2013-10-21 17:00
EWR,2013,10,21,18,60.98,39.02,44.16,160,11.5078,NA,0,1016.8,10,2013-10-21 18:00
EWR,2013,10,21,19,59,41,51.18,180,10.35702,NA,0,1017.2,10,2013-10-21 19:00
EWR,2013,10,21,20,57.02,44.96,63.97,190,10.35702,17.2617,0,1017,10,2013-10-21 20:00
EWR,2013,10,21,21,55.94,44.96,66.52,200,11.5078,NA,0,1017.1,10,2013-10-21 21:00
EWR,2013,10,21,22,55.94,44.96,66.52,180,6.90468,NA,0,1016.4,10,2013-10-21 22:00
EWR,2013,10,21,23,53.96,44.96,71.49,200,4.60312,NA,0,1015.8,10,2013-10-21 23:00
EWR,2013,10,22,0,53.96,46.04,74.48,200,8.05546,NA,0,1015.2,10,2013-10-22 0:00
EWR,2013,10,22,1,53.96,46.04,74.48,190,6.90468,NA,0,1014.8,10,2013-10-22 1:00
EWR,2013,10,22,2,53.06,46.04,76.98,180,3.45234,NA,0,1013.6,10,2013-10-22 2:00
EWR,2013,10,22,3,51.08,46.04,82.81,0,0,NA,0,1013.2,10,2013-10-22 3:00
EWR,2013,10,22,4,50,44.96,82.73,0,0,NA,0,1012.9,10,2013-10-22 4:00
EWR,2013,10,22,5,48.92,44.96,86.13,0,0,NA,0,1012.1,10,2013-10-22 5:00
EWR,2013,10,22,6,50,46.04,86.19,240,3.45234,NA,0,1011.9,10,2013-10-22 6:00
EWR,2013,10,22,7,53.06,48.92,85.78,0,0,NA,0,1011,10,2013-10-22 7:00
EWR,2013,10,22,8,55.04,48.92,79.8,250,3.45234,NA,0,1010.9,10,2013-10-22 8:00
EWR,2013,10,22,9,60.08,48.92,66.56,240,10.35702,16.11092,0,1010.8,10,2013-10-22 9:00
EWR,2013,10,22,10,64.04,46.94,53.73,240,12.65858,NA,0,1010.2,10,2013-10-22 10:00
EWR,2013,10,22,11,64.94,46.94,52.06,230,10.35702,NA,0,1009.5,10,2013-10-22 11:00
EWR,2013,10,22,12,66.92,46.04,46.98,260,11.5078,NA,0,1008.6,10,2013-10-22 12:00
EWR,2013,10,22,13,64.04,46.94,53.73,280,12.65858,NA,0,1008.6,10,2013-10-22 13:00
EWR,2013,10,22,14,60.98,46.04,57.84,260,11.5078,NA,0,1008.3,10,2013-10-22 14:00
EWR,2013,10,22,15,62.06,44.06,51.64,260,11.5078,NA,0,1007.9,10,2013-10-22 15:00
EWR,2013,10,22,16,62.06,44.06,51.64,250,11.5078,19.56326,0,1008,10,2013-10-22 16:00
EWR,2013,10,22,17,60.08,44.96,57.33,240,11.5078,NA,0,1008.2,10,2013-10-22 17:00
EWR,2013,10,22,18,57.92,44.96,61.93,230,6.90468,NA,0,1008.6,10,2013-10-22 18:00
EWR,2013,10,22,19,55.94,46.04,69.3,230,10.35702,NA,0,1008.8,10,2013-10-22 19:00
EWR,2013,10,22,20,55.94,44.06,64.28,250,11.5078,NA,0,1009,10,2013-10-22 20:00
EWR,2013,10,22,21,53.96,39.02,56.86,260,8.05546,16.11092,0,1009.5,10,2013-10-22 21:00
EWR,2013,10,22,22,51.08,35.06,54.09,280,8.05546,NA,0,1009.8,10,2013-10-22 22:00
EWR,2013,10,22,23,51.08,35.96,56.05,0,0,NA,0,1009.9,10,2013-10-22 23:00
EWR,2013,10,23,0,48.02,35.96,62.82,270,3.45234,NA,0,1009.9,10,2013-10-23 0:00
EWR,2013,10,23,1,46.94,35.96,65.43,300,3.45234,NA,0,1009.6,10,2013-10-23 1:00
EWR,2013,10,23,2,46.04,33.98,62.56,0,0,NA,0,1009.5,10,2013-10-23 2:00
EWR,2013,10,23,3,46.94,35.96,65.43,0,0,NA,0,1008.9,10,2013-10-23 3:00
EWR,2013,10,23,4,44.96,35.96,70.52,360,5.7539,NA,0,1008.2,10,2013-10-23 4:00
EWR,2013,10,23,5,46.04,35.96,67.69,10,4.60312,NA,0,1008.5,10,2013-10-23 5:00
EWR,2013,10,23,8,48.92,37.94,65.67,360,5.7539,NA,0,1008.4,10,2013-10-23 8:00
EWR,2013,10,23,9,50,37.94,63.08,10,6.90468,NA,0,1007.5,10,2013-10-23 9:00
EWR,2013,10,23,10,51.08,37.94,60.6,20,9.20624,NA,0,1006.7,10,2013-10-23 10:00
EWR,2013,10,23,11,53.96,35.96,50.42,10,11.5078,NA,0,1005.9,10,2013-10-23 11:00
EWR,2013,10,23,12,53.96,35.96,50.42,30,11.5078,NA,0,1004.3,10,2013-10-23 12:00
EWR,2013,10,23,13,53.06,33.98,48.16,10,9.20624,NA,0,1003.7,10,2013-10-23 13:00
EWR,2013,10,23,14,55.04,32,41.38,30,6.90468,NA,0,1003.3,10,2013-10-23 14:00
EWR,2013,10,23,15,55.94,33.08,41.82,NA,3.45234,NA,0,1003.2,10,2013-10-23 15:00
EWR,2013,10,23,16,53.06,35.06,50.28,310,16.11092,25.31716,0,1003.5,10,2013-10-23 16:00
EWR,2013,10,23,17,51.98,33.98,50.11,320,10.35702,NA,0,1004.2,10,2013-10-23 17:00
EWR,2013,10,23,18,51.98,33.98,50.11,280,16.11092,21.86482,0,1005.2,10,2013-10-23 18:00
EWR,2013,10,23,19,50,35.06,56.3,300,12.65858,NA,0,1005.7,10,2013-10-23 19:00
EWR,2013,10,23,20,48.02,33.98,58.07,300,10.35702,NA,0,1006.6,10,2013-10-23 20:00
EWR,2013,10,23,21,48.02,35.06,60.62,300,8.05546,NA,0,1007.3,10,2013-10-23 21:00
EWR,2013,10,23,22,46.04,35.06,65.32,290,10.35702,NA,0,1007.8,10,2013-10-23 22:00
EWR,2013,10,23,23,44.96,33.98,65.18,270,5.7539,NA,0,1008.1,10,2013-10-23 23:00
EWR,2013,10,24,0,44.06,35.06,70.42,270,6.90468,NA,0,1008.3,10,2013-10-24 0:00
EWR,2013,10,24,1,42.98,35.06,73.39,250,6.90468,NA,0,1008.7,10,2013-10-24 1:00
EWR,2013,10,24,2,42.08,35.06,75.98,260,8.05546,NA,0,1009.3,10,2013-10-24 2:00
EWR,2013,10,24,3,41,33.98,75.88,250,8.05546,NA,0,1010,10,2013-10-24 3:00
EWR,2013,10,24,4,41,33.08,73.19,260,5.7539,NA,0,1010.8,10,2013-10-24 4:00
EWR,2013,10,24,5,39.02,33.08,79.05,250,8.05546,NA,0,1011.5,10,2013-10-24 5:00
EWR,2013,10,24,6,39.92,33.08,76.32,270,10.35702,NA,0,1012,10,2013-10-24 6:00
EWR,2013,10,24,7,41,33.08,73.19,280,11.5078,NA,0,1012.7,10,2013-10-24 7:00
EWR,2013,10,24,8,44.06,33.08,65.07,280,14.96014,25.31716,0,1013.4,10,2013-10-24 8:00
EWR,2013,10,24,9,46.94,32,55.85,270,12.65858,NA,0,1013.5,10,2013-10-24 9:00
EWR,2013,10,24,10,50,32,49.81,260,10.35702,19.56326,0,1013.2,10,2013-10-24 10:00
EWR,2013,10,24,11,51.98,30.02,42.72,250,17.2617,24.16638,0,1013.1,10,2013-10-24 11:00
EWR,2013,10,24,12,53.06,28.94,39.28,250,17.2617,NA,0,1012.6,10,2013-10-24 12:00
EWR,2013,10,24,13,53.96,26.06,33.76,260,18.41248,28.7695,0,1011.7,10,2013-10-24 13:00
EWR,2013,10,24,14,55.94,24.98,30.04,250,17.2617,25.31716,0,1011.6,10,2013-10-24 14:00
EWR,2013,10,24,15,53.96,23,29.72,280,18.41248,26.46794,0,1012,10,2013-10-24 15:00
EWR,2013,10,24,16,53.96,23,29.72,280,14.96014,25.31716,0,1012.3,10,2013-10-24 16:00
EWR,2013,10,24,17,51.98,23,31.96,270,16.11092,25.31716,0,1013.1,10,2013-10-24 17:00
EWR,2013,10,24,18,48.92,23,35.8,260,11.5078,NA,0,1014.1,10,2013-10-24 18:00
EWR,2013,10,24,19,48.02,24.08,38.74,250,12.65858,19.56326,0,1014.9,10,2013-10-24 19:00
EWR,2013,10,24,20,46.04,26.96,47.05,260,11.5078,NA,0,1015.4,10,2013-10-24 20:00
EWR,2013,10,24,21,44.96,28.04,51.24,250,11.5078,NA,0,1016,10,2013-10-24 21:00
EWR,2013,10,24,22,42.98,28.04,55.27,240,10.35702,NA,0,1016.6,10,2013-10-24 22:00
EWR,2013,10,24,23,42.08,28.04,57.22,240,10.35702,NA,0,1016.7,10,2013-10-24 23:00
EWR,2013,10,25,0,42.08,28.04,57.22,240,10.35702,NA,0,1016.9,10,2013-10-25 0:00
EWR,2013,10,25,1,39.92,28.04,62.21,230,8.05546,NA,0,1017,10,2013-10-25 1:00
EWR,2013,10,25,2,39.92,28.04,62.21,250,8.05546,NA,0,1017,10,2013-10-25 2:00
EWR,2013,10,25,3,37.94,28.04,67.21,230,11.5078,NA,0,1017.3,10,2013-10-25 3:00
EWR,2013,10,25,4,37.94,28.04,67.21,250,10.35702,NA,0,1017.8,10,2013-10-25 4:00
EWR,2013,10,25,5,37.04,28.94,72.24,260,6.90468,NA,0,1018.5,10,2013-10-25 5:00
EWR,2013,10,25,6,37.94,28.94,69.73,240,6.90468,NA,0,1019.1,10,2013-10-25 6:00
EWR,2013,10,25,7,39.02,30.02,69.86,250,6.90468,NA,0,1019.6,10,2013-10-25 7:00
EWR,2013,10,25,8,42.08,30.92,64.35,270,8.05546,NA,0,1020.6,10,2013-10-25 8:00
EWR,2013,10,25,9,46.94,32,55.85,280,6.90468,NA,0,1020.9,10,2013-10-25 9:00
EWR,2013,10,25,10,48.92,30.92,49.64,260,9.20624,NA,0,1020.7,10,2013-10-25 10:00
EWR,2013,10,25,11,51.98,30.02,42.72,300,13.80936,NA,0,1020.8,10,2013-10-25 11:00
EWR,2013,10,25,12,51.08,30.02,44.16,290,14.96014,NA,0,1020.6,10,2013-10-25 12:00
EWR,2013,10,25,13,53.06,28.04,37.86,310,18.41248,28.7695,0,1020.2,10,2013-10-25 13:00
EWR,2013,10,25,14,53.06,26.96,36.22,280,16.11092,28.7695,0,1019.9,10,2013-10-25 14:00
EWR,2013,10,25,15,53.96,26.06,33.76,300,18.41248,26.46794,0,1020.1,10,2013-10-25 15:00
EWR,2013,10,25,16,53.96,24.98,32.28,320,17.2617,NA,0,1020.4,10,2013-10-25 16:00
EWR,2013,10,25,17,51.98,24.98,34.72,310,9.20624,NA,0,1020.9,10,2013-10-25 17:00
EWR,2013,10,25,18,51.08,26.06,37.54,270,9.20624,17.2617,0,1021.8,10,2013-10-25 18:00
EWR,2013,10,25,19,50,28.04,42.39,280,8.05546,NA,0,1022.4,10,2013-10-25 19:00
EWR,2013,10,26,1,39.02,32,75.69,220,4.60312,NA,0,1023.3,10,2013-10-26 1:00
EWR,2013,10,26,2,37.04,30.92,78.31,210,4.60312,NA,0,1023.4,10,2013-10-26 2:00
EWR,2013,10,26,3,37.04,32,81.8,200,5.7539,NA,0,1023.1,10,2013-10-26 3:00
EWR,2013,10,26,4,35.06,30.02,81.65,200,6.90468,NA,0,1023.1,10,2013-10-26 4:00
EWR,2013,10,26,5,33.08,28.94,84.56,210,4.60312,NA,0,1022.8,10,2013-10-26 5:00
EWR,2013,10,26,6,33.98,30.02,85.24,210,6.90468,NA,0,1022.6,10,2013-10-26 6:00
EWR,2013,10,26,7,35.96,30.92,81.72,210,6.90468,NA,0,1022.8,10,2013-10-26 7:00
EWR,2013,10,26,8,39.92,30.92,69.96,230,8.05546,NA,0,1022.7,10,2013-10-26 8:00
EWR,2013,10,26,9,44.96,30.92,57.63,220,8.05546,NA,0,1022.4,10,2013-10-26 9:00
EWR,2013,10,26,10,50,30.02,45.97,220,10.35702,NA,0,1021.7,10,2013-10-26 10:00
EWR,2013,10,26,11,53.06,28.04,37.86,220,14.96014,20.71404,0,1020.7,10,2013-10-26 11:00
EWR,2013,10,26,12,55.94,26.06,31.41,210,19.56326,25.31716,0,1019.4,10,2013-10-26 12:00
EWR,2013,10,26,13,55.94,26.06,31.41,210,23.0156,31.07106,0,1018,10,2013-10-26 13:00
EWR,2013,10,26,14,55.94,26.06,31.41,200,18.41248,31.07106,0,1016.8,10,2013-10-26 14:00
EWR,2013,10,26,15,55.94,26.06,31.41,230,23.0156,33.37262,0,1016.1,10,2013-10-26 15:00
EWR,2013,10,26,16,55.04,28.04,35.22,220,21.86482,31.07106,0,1015.4,10,2013-10-26 16:00
EWR,2013,10,26,17,53.96,28.04,36.63,220,19.56326,26.46794,0,1014.3,10,2013-10-26 17:00
EWR,2013,10,26,18,51.98,30.92,44.31,200,11.5078,NA,0,1013.6,10,2013-10-26 18:00
EWR,2013,10,26,19,51.08,28.04,40.73,220,13.80936,18.41248,0,1014.1,10,2013-10-26 19:00
EWR,2013,10,26,20,50,28.04,42.39,230,9.20624,17.2617,0,1013.9,10,2013-10-26 20:00
EWR,2013,10,26,22,50,28.94,43.99,220,9.20624,19.56326,0,1013.2,10,2013-10-26 22:00
EWR,2013,10,26,23,50,30.02,45.97,220,6.90468,NA,0,1012.8,10,2013-10-26 23:00
EWR,2013,10,27,0,51.08,30.02,44.16,230,11.5078,NA,0,1012.2,10,2013-10-27 0:00
EWR,2013,10,27,1,50,30.92,47.68,240,8.05546,NA,0,1011.9,10,2013-10-27 1:00
EWR,2013,10,27,2,50,30.92,47.68,240,9.20624,NA,0,1011.7,10,2013-10-27 2:00
EWR,2013,10,27,3,48.92,32,51.85,220,6.90468,NA,0,1011.2,10,2013-10-27 3:00
EWR,2013,10,27,4,46.94,30.92,53.47,220,6.90468,NA,0,1011.6,10,2013-10-27 4:00
EWR,2013,10,27,5,44.96,30.92,57.63,240,6.90468,NA,0,1012.4,10,2013-10-27 5:00
EWR,2013,10,27,6,44.06,30.92,59.64,210,5.7539,NA,0,1013.1,10,2013-10-27 6:00
EWR,2013,10,27,7,44.06,30.92,59.64,220,8.05546,NA,0,1013.8,10,2013-10-27 7:00
EWR,2013,10,27,8,48.02,32,53.63,220,9.20624,NA,0,1014.6,10,2013-10-27 8:00
EWR,2013,10,27,9,51.98,32,46.28,270,13.80936,NA,0,1015,10,2013-10-27 9:00
EWR,2013,10,27,10,55.04,30.92,39.61,290,13.80936,NA,0,1015.3,10,2013-10-27 10:00
EWR,2013,10,27,11,57.02,30.92,36.87,270,13.80936,NA,0,1015.2,10,2013-10-27 11:00
EWR,2013,10,27,12,59,30.92,34.34,290,12.65858,NA,0,1014.6,10,2013-10-27 12:00
EWR,2013,10,27,13,59,28.94,31.68,270,13.80936,18.41248,0,1014.1,10,2013-10-27 13:00
EWR,2013,10,27,14,60.98,28.04,28.45,300,18.41248,23.0156,0,1014.3,10,2013-10-27 14:00
EWR,2013,10,27,15,60.08,28.04,29.38,280,19.56326,26.46794,0,1014.5,10,2013-10-27 15:00
EWR,2013,10,27,16,57.92,28.04,31.74,300,12.65858,24.16638,0,1015.2,10,2013-10-27 16:00
EWR,2013,10,27,17,55.04,28.04,35.22,290,10.35702,NA,0,1015.9,10,2013-10-27 17:00
EWR,2013,10,27,18,53.96,28.04,36.63,270,10.35702,NA,0,1017.1,10,2013-10-27 18:00
EWR,2013,10,27,19,51.98,28.04,39.4,270,10.35702,NA,0,1017.7,10,2013-10-27 19:00
EWR,2013,10,27,20,51.08,28.94,42.26,270,8.05546,NA,0,1018.6,10,2013-10-27 20:00
EWR,2013,10,27,21,48.92,28.94,45.79,250,8.05546,NA,0,1019.4,10,2013-10-27 21:00
EWR,2013,10,27,22,48.02,30.02,49.5,260,8.05546,NA,0,1020.1,10,2013-10-27 22:00
EWR,2013,10,27,23,46.94,30.02,51.55,260,5.7539,NA,0,1020.3,10,2013-10-27 23:00
EWR,2013,10,28,0,44.96,30.02,55.56,280,8.05546,NA,0,1020.6,10,2013-10-28 0:00
EWR,2013,10,28,1,42.98,30.02,59.93,0,0,NA,0,1020.9,10,2013-10-28 1:00
EWR,2013,10,28,2,42.08,30.02,62.04,0,0,NA,0,1020.7,10,2013-10-28 2:00
EWR,2013,10,28,3,39.92,32,73.08,210,4.60312,NA,0,1021.1,10,2013-10-28 3:00
EWR,2013,10,28,4,37.94,30.92,75.58,220,3.45234,NA,0,1021.2,10,2013-10-28 4:00
EWR,2013,10,28,5,39.02,30.92,72.46,250,4.60312,NA,0,1021.4,10,2013-10-28 5:00
EWR,2013,10,28,6,39.92,30.92,69.96,190,4.60312,NA,0,1022,10,2013-10-28 6:00
EWR,2013,10,28,7,37.94,30.92,75.58,0,0,NA,0,1022.9,10,2013-10-28 7:00
EWR,2013,10,28,8,44.06,33.08,65.07,220,8.05546,NA,0,1023.9,10,2013-10-28 8:00
EWR,2013,10,28,9,50,30.92,47.68,230,9.20624,NA,0,1024.1,10,2013-10-28 9:00
EWR,2013,10,28,10,55.04,28.94,36.54,230,11.5078,NA,0,1024.1,10,2013-10-28 10:00
EWR,2013,10,28,11,59,28.04,30.53,250,12.65858,23.0156,0,1023.7,10,2013-10-28 11:00
EWR,2013,10,28,12,60.08,30.02,31.85,260,13.80936,21.86482,0,1023,10,2013-10-28 12:00
EWR,2013,10,28,13,62.06,30.02,29.69,250,14.96014,21.86482,0,1022.2,10,2013-10-28 13:00
EWR,2013,10,28,14,62.96,30.02,28.77,260,12.65858,21.86482,0,1022.1,10,2013-10-28 14:00
EWR,2013,10,28,15,62.06,30.02,29.69,260,8.05546,NA,0,1022.2,10,2013-10-28 15:00
EWR,2013,10,28,16,60.98,30.02,30.85,250,11.5078,NA,0,1022.4,10,2013-10-28 16:00
EWR,2013,10,28,17,59,30.92,34.34,250,9.20624,NA,0,1022.9,10,2013-10-28 17:00
EWR,2013,10,28,18,57.02,30.92,36.87,240,6.90468,NA,0,1023.7,10,2013-10-28 18:00
EWR,2013,10,28,19,57.02,32,38.51,320,6.90468,NA,0,1024.8,10,2013-10-28 19:00
EWR,2013,10,28,20,55.04,33.08,43.21,360,11.5078,NA,0,1025.4,10,2013-10-28 20:00
EWR,2013,10,28,21,53.06,33.08,46.46,360,9.20624,NA,0,1025.9,10,2013-10-28 21:00
EWR,2013,10,28,22,50,33.98,53.92,10,6.90468,NA,0,1026.1,10,2013-10-28 22:00
EWR,2013,10,28,23,48.92,33.98,56.14,10,8.05546,NA,0,1026.7,10,2013-10-28 23:00
EWR,2013,10,29,0,48.02,33.98,58.07,20,11.5078,NA,0,1026.9,10,2013-10-29 0:00
EWR,2013,10,29,1,48.02,30.92,51.34,30,9.20624,NA,0,1027.3,10,2013-10-29 1:00
EWR,2013,10,29,2,44.96,30.92,57.63,10,8.05546,NA,0,1027.4,10,2013-10-29 2:00
EWR,2013,10,29,3,46.94,30.02,51.55,10,10.35702,NA,0,1027.6,10,2013-10-29 3:00
EWR,2013,10,29,4,46.04,30.92,55.32,10,8.05546,NA,0,1028.1,10,2013-10-29 4:00
EWR,2013,10,29,5,44.96,30.92,57.63,20,9.20624,NA,0,1028.9,10,2013-10-29 5:00
EWR,2013,10,29,6,42.98,30.92,62.16,10,9.20624,NA,0,1029,10,2013-10-29 6:00
EWR,2013,10,29,7,42.98,32,64.93,10,11.5078,NA,0,1029.4,10,2013-10-29 7:00
EWR,2013,10,29,8,46.04,30.92,55.32,20,12.65858,NA,0,1029.7,10,2013-10-29 8:00
EWR,2013,10,29,9,48.02,30.02,49.5,10,10.35702,NA,0,1030.1,10,2013-10-29 9:00
EWR,2013,10,29,10,50,28.94,43.99,360,8.05546,NA,0,1029.9,10,2013-10-29 10:00
EWR,2013,10,29,11,53.06,30.02,41.05,NA,5.7539,NA,0,1029.8,10,2013-10-29 11:00
EWR,2013,10,29,12,53.96,30.92,41.2,10,5.7539,NA,0,1029.3,10,2013-10-29 12:00
EWR,2013,10,29,13,55.04,30.92,39.61,0,0,NA,0,1028.3,10,2013-10-29 13:00
EWR,2013,10,29,14,57.02,30.92,36.87,0,0,NA,0,1028,10,2013-10-29 14:00
EWR,2013,10,29,15,55.94,30.92,38.34,110,5.7539,NA,0,1028,10,2013-10-29 15:00
EWR,2013,10,29,16,55.04,30.92,39.61,20,6.90468,NA,0,1028.2,10,2013-10-29 16:00
EWR,2013,10,29,17,51.98,30.92,44.31,30,4.60312,NA,0,1027.9,10,2013-10-29 17:00
EWR,2013,10,29,18,48.02,32,53.63,20,9.20624,NA,0,1028.4,10,2013-10-29 18:00
EWR,2013,10,29,19,46.94,32,55.85,20,6.90468,NA,0,1028.9,10,2013-10-29 19:00
EWR,2013,10,29,20,44.96,30.02,55.56,20,6.90468,NA,0,1028.6,10,2013-10-29 20:00
